index,response,tag
533,"I hope this helps!
 I. General Requirements:
 1. You must be a high school senior of a DepEd-recognized high school and expecting to graduate at the end of the school year; OR
 2. A senior high school graduate who has not taken and/or is not taking any college subjects or an ALS graduate who has not enrolled in any college course is eligible to apply.
 II. Specific Requirements:
 1. To apply, go to https://buao.bicol-u.edu.ph/bucet_online/bucetapply.php and fill out the online application form. Make sure to use a computer/device with a good internet connection upon online registration.
 2. Two(2) copies of “2x2” recent, unedited or unfiltered studio-taken photograph of the applicant in white background with the applicant's signature and name tag below;
 3. Grade 9 and Grade 11 High School academic ratings affixed at the reversed side of the BUCET Application Form and duly signed by the School Principal and has a school dry seal;
 4. Authenticated Photocopies of Grade 9-11 SF10 (Formerly Form 137) and Grade 12 SF9(Formerly Form 138) For Senior High School Graduates who have not taken any college subject. For ALS graduates, submit your ALS Certificate of Rating and Certificate of Completion. DO NOT SUBMIT the original copies unless required by the office to be presented for authentication purposes.
 5. Photocopy of Person with Disability (PWD) ID under RA No. 7277 (if applicable only);
 6. Photocopy of parent's Solo Parent ID under RA No. 11861 (if applicable only);
 7. Copy of Parent's latest Income Tax Return (ITR) or Certificate of Tax Exemption from the Bureau of Internal Revenue (BIR);
 8. Accomplished NCIP-COC Form 4 or downloadable Certificate of Membership from the National Commission on Indigenous Peoples (NCIP) Regional Office, if the applicant is a member of ethnolinguistic groups (Indigenous Peoples groups);
 9. Certification from the Barangay if the applicant is a resident of or comes from Geographically-Isolated and Disadvantaged Areas, (GIDA) under RA No. 11148, please refer to this link GIDA List 2022;
 10. Certification from DSWD if a member of 4P's (Pantawid Pamilyang Pilipino Program);
 11. One long-sized window mailing envelope with Php 50.00 worth of mailing stamps from the Postal Office attached to the upper right-hand corner for mailing results;
",50
534,"Check this out.
 I. General Requirements:
 1. You must be a high school senior of a DepEd-recognized high school and expecting to graduate at the end of the school year; OR
 2. A senior high school graduate who has not taken and/or is not taking any college subjects or an ALS graduate who has not enrolled in any college course is eligible to apply.
 II. Specific Requirements:
 1. To apply, go to https://buao.bicol-u.edu.ph/bucet_online/bucetapply.php and fill out the online application form. Make sure to use a computer/device with a good internet connection upon online registration.
 2. Two(2) copies of “2x2” recent, unedited or unfiltered studio-taken photograph of the applicant in white background with the applicant's signature and name tag below;
 3. Grade 9 and Grade 11 High School academic ratings affixed at the reversed side of the BUCET Application Form and duly signed by the School Principal and has a school dry seal;
 4. Authenticated Photocopies of Grade 9-11 SF10 (Formerly Form 137) and Grade 12 SF9(Formerly Form 138) For Senior High School Graduates who have not taken any college subject. For ALS graduates, submit your ALS Certificate of Rating and Certificate of Completion. DO NOT SUBMIT the original copies unless required by the office to be presented for authentication purposes.
 5. Photocopy of Person with Disability (PWD) ID under RA No. 7277 (if applicable only);
 6. Photocopy of parent's Solo Parent ID under RA No. 11861 (if applicable only);
 7. Copy of Parent's latest Income Tax Return (ITR) or Certificate of Tax Exemption from the Bureau of Internal Revenue (BIR);
 8. Accomplished NCIP-COC Form 4 or downloadable Certificate of Membership from the National Commission on Indigenous Peoples (NCIP) Regional Office, if the applicant is a member of ethnolinguistic groups (Indigenous Peoples groups);
 9. Certification from the Barangay if the applicant is a resident of or comes from Geographically-Isolated and Disadvantaged Areas, (GIDA) under RA No. 11148, please refer to this link GIDA List 2022;
 10. Certification from DSWD if a member of 4P's (Pantawid Pamilyang Pilipino Program);
 11. One long-sized window mailing envelope with Php 50.00 worth of mailing stamps from the Postal Office attached to the upper right-hand corner for mailing results;
",50
535,"To submit your BUCET requirements, check out the steps below
 1. Print out the PDF copy of your BUCET Application Form. Use legal size (8.5”x13”) bond paper for printing the form;
 2. Give the BUCET Application Form to your High School Registrar/Principal/School Head to fill out the SECONDARY RECORD FORM on the back page of your BUCET Application Form. Make sure your School Principal/Head has signed the BUCET Application Form and has a dry seal of your school;
 3. The following options are provided on how to submit your BUCET application documents:
    Option 1: Submit your BUCET Application requirements to your High School Counselor or to any authorized school representative;
    Option 2: Submit your BUCET Application requirements to the Bicol University Admissions Office (ONSITE) during your appointed submission date;
    Option 3: Mail your BUCET Application documents through any courier service available in your locality;
 4. Assigned BUAO personnel will check and validate your requirements;
 5. Claim your Test Permit from your High School Counselor or authorized school representative if you chose Option 1; from BUAO if you chose Option 2. For Option 3, your temporary test permit will be emailed to you at your official email address;
 6. Bring your Test Permit and Vaccination Card during your scheduled examination. For applicants who are not yet vaccinated, kindly present an Anti-gen test result conducted a day before your scheduled examination;
    Only fully-vaccinated students shall be allowed to take the examination. Unvaccinated students shall be required to present a valid RT-PCR or Antigen test taken a day before the examination date for them to be allowed to take the BUCET. An examinee who feels sick or indisposed, complains of COVID-like symptoms, or registers body temperature above the normal range during examination day shall be rescheduled.",51
536,"How to submit BUCET requirements?
 1. Print out the PDF copy of your BUCET Application Form. Use legal size (8.5”x13”) bond paper for printing the form;
 2. Give the BUCET Application Form to your High School Registrar/Principal/School Head to fill out the SECONDARY RECORD FORM on the back page of your BUCET Application Form. Make sure your School Principal/Head has signed the BUCET Application Form and has a dry seal of your school;
 3. The following options are provided on how to submit your BUCET application documents:
    Option 1: Submit your BUCET Application requirements to your High School Counselor or to any authorized school representative;
    Option 2: Submit your BUCET Application requirements to the Bicol University Admissions Office (ONSITE) during your appointed submission date;
    Option 3: Mail your BUCET Application documents through any courier service available in your locality;
 4. Assigned BUAO personnel will check and validate your requirements;
 5. Claim your Test Permit from your High School Counselor or authorized school representative if you chose Option 1; from BUAO if you chose Option 2. For Option 3, your temporary test permit will be emailed to you at your official email address;
 6. Bring your Test Permit and Vaccination Card during your scheduled examination. For applicants who are not yet vaccinated, kindly present an Anti-gen test result conducted a day before your scheduled examination;
    Only fully-vaccinated students shall be allowed to take the examination. Unvaccinated students shall be required to present a valid RT-PCR or Antigen test taken a day before the examination date for them to be allowed to take the BUCET. An examinee who feels sick or indisposed, complains of COVID-like symptoms, or registers body temperature above the normal range during examination day shall be rescheduled.",51
537,"Submission steps of BUCET requirements
 1. Print out the PDF copy of your BUCET Application Form. Use legal size (8.5”x13”) bond paper for printing the form;
 2. Give the BUCET Application Form to your High School Registrar/Principal/School Head to fill out the SECONDARY RECORD FORM on the back page of your BUCET Application Form. Make sure your School Principal/Head has signed the BUCET Application Form and has a dry seal of your school;
 3. The following options are provided on how to submit your BUCET application documents:
    Option 1: Submit your BUCET Application requirements to your High School Counselor or to any authorized school representative;
    Option 2: Submit your BUCET Application requirements to the Bicol University Admissions Office (ONSITE) during your appointed submission date;
    Option 3: Mail your BUCET Application documents through any courier service available in your locality;
 4. Assigned BUAO personnel will check and validate your requirements;
 5. Claim your Test Permit from your High School Counselor or authorized school representative if you chose Option 1; from BUAO if you chose Option 2. For Option 3, your temporary test permit will be emailed to you at your official email address;
 6. Bring your Test Permit and Vaccination Card during your scheduled examination. For applicants who are not yet vaccinated, kindly present an Anti-gen test result conducted a day before your scheduled examination;
    Only fully-vaccinated students shall be allowed to take the examination. Unvaccinated students shall be required to present a valid RT-PCR or Antigen test taken a day before the examination date for them to be allowed to take the BUCET. An examinee who feels sick or indisposed, complains of COVID-like symptoms, or registers body temperature above the normal range during examination day shall be rescheduled.",51
538,"The Bicol University Admissions Office will publish the list of passers on their official webpage, and you will also receive an email notification at your official email address.",52
539,"Expect to see the names of those who passed on the official page of the Bicol University Admissions Office, and simultaneously, an email will be sent to your official email address.",52
540,"The list of successful candidates will be available on the official webpage of the Bicol University Admissions Office, and you will also receive an email notification at your official email address.",52
541,"On their official page, the Bicol University Admissions Office will post the roster of passers, and you will simultaneously receive an email at your official email address.",52
542,"Check the official webpage of the Bicol University Admissions Office for the list of successful candidates, and simultaneously, an email will be sent to your official email address.",52
543,"The Bicol University Admissions Office will display the list of passers on their official page, and you will concurrently receive an email at your official email address.",52
544,"Look for the list of individuals who passed on the official webpage of the Bicol University Admissions Office, and you will also receive an email notification at your official email address.",52
545,"The roster of successful candidates will be published on the official page of the Bicol University Admissions Office, and an email will be sent to your official email address simultaneously.",52
546,"The Bicol University Admissions Office will release the list of passers on their official webpage, and you will receive an email notification at your official email address at the same time.",52
547,"On the official webpage of the Bicol University Admissions Office, you will find the list of individuals who passed, and simultaneously, an email will be sent to your official email address.",52
548,"The list of successful candidates will be posted on the official webpage of the Bicol University Admissions Office, and you will receive an email notification at your official email address simultaneously.",52
549,"Check the official page of the Bicol University Admissions Office for the roster of passers, and expect to receive an email at your official email address simultaneously.",52
550,"To check:
1. You must be a high school senior of a DepEd-recognized high school and expecting to graduate at the end of the school year; OR
 2. a senior high school graduate who has not taken and/or is not taking any college subjects or an ALS graduate who has not enrolled in any college course and is eligible to apply.",53
551,"Check out the pre-requisites:
1. You must be a high school senior of a DepEd-recognized high school and expecting to graduate at the end of the school year; OR
 2. a senior high school graduate who has not taken and/or is not taking any college subjects or an ALS graduate who has not enrolled in any college course and is eligible to apply.",53
552,"To confirm if your qualified:
1. You must be a high school senior of a DepEd-recognized high school and expecting to graduate at the end of the school year; OR
 2. a senior high school graduate who has not taken and/or is not taking any college subjects or an ALS graduate who has not enrolled in any college course and is eligible to apply.",53
553,"Within the examination, sub-tests assess proficiency in English, Mathematics, Science, and Reading Comprehension.",54
554,"The assessment consists of sections examining proficiency in English, Mathematics, Science, and Reading Comprehension.",54
555,"The examination is structured with sub-tests in English Language Proficiency, Mathematics, Science, and Reading Comprehension.",54
556,"Sub-tests within the exam evaluate proficiency in English Language, Mathematics, Science, and Reading Comprehension.",54
557,"The test comprises sections on English Language Proficiency, Mathematics, Science, and Reading Comprehension.",54
558,"The examination includes sub-tests assessing proficiency in English, Mathematics, Science, and Reading Comprehension.",54
559,"Within the exam, there are sections focused on English Language Proficiency, Mathematics, Science, and Reading Comprehension.",54
560,"The assessment involves sub-tests covering proficiency in English, Mathematics, Science, and Reading Comprehension.",54
561,"Sub-tests within the examination evaluate proficiency in English Language, Mathematics, Science, and Reading Comprehension.",54
562,"The test includes sections for evaluating proficiency in English, Mathematics, Science, and Reading Comprehension.",54
563,"Within the examination, sub-tests assess proficiency in English, Mathematics, Science, and Reading Comprehension.",54
564,"The assessment consists of sections examining proficiency in English, Mathematics, Science, and Reading Comprehension.",54
565,"The examination is structured with sub-tests in English Language Proficiency, Mathematics, Science, and Reading Comprehension.",54
566,Refer to the paper that was handed to you after your examination.,55
567,Look to your paper that was handed to you after your examination.,55
568,You can found on the paper given to you after an examination.,55
569,"To ascertain your examination venue, consult the test permit issued by BUAO.Visit the link to see the list of offered test centers: https://buao.bicol-u.edu.ph/bucet_online/BUCESS-HOME/index.php",56
570,Bicol hosts numerous test centers for examination purposes.Visit the link to see the list of offered test centers: https://buao.bicol-u.edu.ph/bucet_online/BUCESS-HOME/index.php,56
571,"The test permit, distributed by BUAO personnel, contains details of the allocated test center.Visit the link to see the list of offered test centers: https://buao.bicol-u.edu.ph/bucet_online/BUCESS-HOME/index.php",56
572,"Across Bicol, test centers are strategically positioned.Visit the link to see the list of offered test centers: https://buao.bicol-u.edu.ph/bucet_online/BUCESS-HOME/index.php",56
573,Identifying your exam venue in Bicol is facilitated by the test permit.Visit the link to see the list of offered test centers: https://buao.bicol-u.edu.ph/bucet_online/BUCESS-HOME/index.php,56
574,"The test permit, handed out by BUAO personnel, specifies the test center.Visit the link to see the list of offered test centers: https://buao.bicol-u.edu.ph/bucet_online/BUCESS-HOME/index.php",56
575,"Throughout Bicol, test centers are established to serve examinees.Visit the link to see the list of offered test centers: https://buao.bicol-u.edu.ph/bucet_online/BUCESS-HOME/index.php",56
576,The test permit issued by BUAO personnel indicates the designated test center.Visit the link to see the list of offered test centers: https://buao.bicol-u.edu.ph/bucet_online/BUCESS-HOME/index.php,56
577,"Across Bicol, there are multiple locations designated as test centers.Visit the link to see the list of offered test centers: https://buao.bicol-u.edu.ph/bucet_online/BUCESS-HOME/index.php",56
578,"To locate your exam venue, refer to the test permit provided by BUAO personnel.Visit the link to see the list of offered test centers: https://buao.bicol-u.edu.ph/bucet_online/BUCESS-HOME/index.php",56
579,"Bicol University offers various test centers, with details provided in the test permit distributed by BUAO personnel.",56
580,"Yes, but we advise you to use PC or Laptop in applying for a much convenient view of the website and easier access on your downloadable files.",57
581,"We advise you to use PC or Laptop in applying for a much convenient view of the website and easier access on your downloadable files, but yes, you can.",57
582,"You can, but we advise you to use PC or Laptop in applying for a much convenient view of the website and easier access on your downloadable files.",57
583,"Hey there! If you're curious about the courses offered at Bicol University, I've got just the thing for you. Check out this link: https://buao.bicol-u.edu.ph/bucet_online/BUCESS-HOME/index.php. You'll find all the options laid out neatly for you.",58
584,"So, you're interested in what Bicol University has to offer? Well, lucky for you, I've got the inside scoop! Just follow this link: https://buao.bicol-u.edu.ph/bucet_online/BUCESS-HOME/index.php, and you'll see all the courses they've got available.",58
585,"Want to know what you can study at Bicol University? Easy peasy! Click on this link: https://buao.bicol-u.edu.ph/bucet_online/BUCESS-HOME/index.php, and you'll get the full rundown of courses they offer.",58
586,"Hey, friend! Thinking about studying at Bicol University? Awesome choice! Head over to this link: https://buao.bicol-u.edu.ph/bucet_online/BUCESS-HOME/index.php, and you'll find everything you need to know about their courses.",58
587,"Hey, hey! Want to explore the courses available at Bicol University? You're in luck! Just click on this link: https://buao.bicol-u.edu.ph/bucet_online/BUCESS-HOME/index.php, and you'll be on your way to discovering all the exciting options they have.",58
588,"Oh sure! To get the BUCET application form , you can visit this link https://buao.bicol-u.edu.ph.",5
589,Hello there! Here is the link to apply: https://buao.bicol-u.edu.ph. Goodluck!:,5
590,"Okay! If you're interested to apply, you can go to https://buao.bicol-u.edu.ph.",5
591,"To get started with the application process, you can head over to https://buao.bicol-u.edu.ph.:",5
592,I'd be happy to help you apply! Just visit this link https://buao.bicol-u.edu.ph.,5
593,"If you want to apply, you can follow this link https://buao.bicol-u.edu.ph.",5
594,Good to hear! Here's the link to apply: https://buao.bicol-u.edu.ph.,5
595,"To apply, simply head over to https://buao.bicol-u.edu.ph.",5
596,"Looks like your're interested to apply! To get started, you can visit https://buao.bicol-u.edu.ph to apply.",5
597,"Hello user! To proceed with the application, you can follow the link to https://buao.bicol-u.edu.ph.",5
598,"To start your application process, you can visit https://buao.bicol-u.edu.ph.",5
599,"Hello, Aspiring BUEÑO! To apply, you can visit this link https://buao.bicol-u.edu.ph.",5
600,"Great! If you want to apply, You can go to this site https://buao.bicol-u.edu.ph.",5
601,"Nice! To begin the application process, you can visit [https://buao.bicol-u.edu.ph](https://buao.",5
602,Visit the link to reschedule appointment date https://buao.bicol-u.edu.ph/bucet_online/retrieve.php,6
603,"To reschedule your appointment date, visit the following link: https://buao.bicol-u.edu.ph/bucet_online/retrieve.php",6
604,Reschedule your appointment date by accessing the link: https://buao.bicol-u.edu.ph/bucet_online/retrieve.php,6
605,"If you need to change your appointment date, you can click on the link: https://buao.bicol-u.edu.ph/bucet_online/retrieve.php",6
606,"For appointment date changes, please go to: https://buao.bicol-u.edu.ph/bucet_online/retrieve.php",6
607,"To adjust your appointment date, simply visit: https://buao.bicol-u.edu.ph/bucet_online/retrieve.php",6
608,Need to reschedule? Click the link: https://buao.bicol-u.edu.ph/bucet_online/retrieve.php,6
609,You can reschedule your appointment date by navigating to: https://buao.bicol-u.edu.ph/bucet_online/retrieve.php,6
610,Change your appointment date by visiting: https://buao.bicol-u.edu.ph/bucet_online/retrieve.php,6
611,Want to reschedule? Visit this link: https://buao.bicol-u.edu.ph/bucet_online/retrieve.php,6
612,Adjust your appointment date by accessing: https://buao.bicol-u.edu.ph/bucet_online/retrieve.php,6
613,Reschedule your appointment date with ease by clicking here: https://buao.bicol-u.edu.ph/bucet_online/retrieve.php,6
614,"To change your appointment date, go to: https://buao.bicol-u.edu.ph/bucet_online/retrieve.php",6
615,Need to change the date? Follow the link: https://buao.bicol-u.edu.ph/bucet_online/retrieve.php,6
616,Discover and download your application form by visiting the link: https://buao.bicol-u.edu.ph/bucet_online/retrieve.php,7
617,Retrieve your application form by accessing the link: https://buao.bicol-u.edu.ph/bucet_online/retrieve.php,7
618,Find and download your application form by clicking on the link: https://buao.bicol-u.edu.ph/bucet_online/retrieve.php,7
619,To find and download your application form visit: https://buao.bicol-u.edu.ph/bucet_online/retrieve.php,7
620,Visit the link to locate and download your application form: https://buao.bicol-u.edu.ph/bucet_online/retrieve.php,7
621,Retrieve and download your application form by following the link: https://buao.bicol-u.edu.ph/bucet_online/retrieve.php,7
622,Visit the link to find and download your application form: https://buao.bicol-u.edu.ph/bucet_online/retrieve.php,7
623,Access and download your application form by clicking here: https://buao.bicol-u.edu.ph/bucet_online/retrieve.php,7
624,Obtain your application form by visiting the link: https://buao.bicol-u.edu.ph/bucet_online/retrieve.php,7
625,Click the link to find and download your application form: https://buao.bicol-u.edu.ph/bucet_online/retrieve.php,7
626,Discover your application form by visiting: https://buao.bicol-u.edu.ph/bucet_online/retrieve.php,7
627,Find and download your application form via link visit: https://buao.bicol-u.edu.ph/bucet_online/retrieve.php,7
628,Locate your application form by accessing the link: https://buao.bicol-u.edu.ph/bucet_online/retrieve.php,7
629,Visit the link to find your application form for download: https://buao.bicol-u.edu.ph/bucet_online/retrieve.php,7
630,Retrieve your application form by clicking this link: https://buao.bicol-u.edu.ph/bucet_online/retrieve.php,7
631,"To change or re-upload your picture, visit the following link: https://buao.bicol-u.edu.ph/bucet_online/edit_pic.php",8
632,Change or re-upload your picture accessing the link: https://buao.bicol-u.edu.ph/bucet_online/edit_pic.php,8
633,"If you need to update your picture, you can click on the link: https://buao.bicol-u.edu.ph/bucet_online/edit_pic.php",8
634,"For picture changes or re-uploads, please go to: https://buao.bicol-u.edu.ph/bucet_online/edit_pic.php",8
635,"To adjust or re-upload your picture, simply visit: https://buao.bicol-u.edu.ph/bucet_online/edit_pic.php",8
636,Need to change or re-upload? Click the link: https://buao.bicol-u.edu.ph/bucet_online/edit_pic.php,8
637,You can change or re-upload your picture by navigating to: https://buao.bicol-u.edu.ph/bucet_online/edit_pic.php,8
638,Update your picture by visiting the link: https://buao.bicol-u.edu.ph/bucet_online/edit_pic.php,8
639,Want to change or re-upload? Visit this link: https://buao.bicol-u.edu.ph/bucet_online/edit_pic.php,8
640,Adjust or re-upload your picture by accessing: https://buao.bicol-u.edu.ph/bucet_online/edit_pic.php,8
641,Change or re-upload your picture with ease by clicking here: https://buao.bicol-u.edu.ph/bucet_online/edit_pic.php,8
642,"To update your picture, go to: https://buao.bicol-u.edu.ph/bucet_online/edit_pic.php",8
643,Need to change or re-upload? Follow the link: https://buao.bicol-u.edu.ph/bucet_online/edit_pic.php,8
644,Adjust or re-upload your picture easily by visiting: https://buao.bicol-u.edu.ph/bucet_online/edit_pic.php,8
645,"For picture changes or re-uploads, click here: https://buao.bicol-u.edu.ph/bucet_online/edit_pic.php",8
646,The submission of all documentary requirements is on a week before the examination day per test center.,9
647,"A week before the examination day per test center, is the submission of all necessary requirements.",9
648,Submission is a week before the examination day per test center,9
649,The submission for all requirements is a week before the examination day per test center,9
650,The passing of all the requirements needed is on aweek before the examination day per test center,9
651,You can submit it on a week before the examination day per test center,9
652,Deadline for submission of all documentary requirements is on a week before the examination day per test center,9
653,Marked on your calendar it is on a week before the examination day per test center,9
654,Submit it on a week before the examination day per test center,9
655,A week before the examination day per test center is the deadline for submitting the requirements.,9
656,It is on a week before the examination day per test center,9
657,A week before the examination day per test center,9
658,"FREE, the fee of PHP 250.00 is free for Filipino freshmen applicants pursuant to R.A. NO. 10931",10
659,The registration fee of PHP 250.00 is waived for Filipino freshmen applicants under the provisions of R.A. NO. 10931.,10
660,Filipino freshmen applicants are exempt from the PHP 250.00 fee in accordance with R.A. NO. 10931.,10
661,"Pursuant to R.A. NO. 10931, Filipino freshmen applicants are eligible for a waiver of the PHP 250.00 registration fee.",10
662,"Under R.A. NO. 10931, Filipino freshmen applicants are entitled to a waiver of the PHP 250.00 registration fee.",10
663,The PHP 250.00 registration fee is waived for Filipino freshmen applicants in compliance with R.A. NO. 10931.,10
664,"Pursuant to R.A. NO. 10931, Filipino freshmen applicants are granted exemption from the PHP 250.00 registration fee.",10
665,Filipino freshmen applicants are eligible for a waiver of the PHP 250.00 registration fee under the provisions of R.A. NO. 10931.,10
666,The PHP 250.00 registration fee is waived for Filipino freshmen applicants pursuant to R.A. NO. 10931.,10
667,"In accordance with R.A. NO. 10931, Filipino freshmen applicants are not required to pay the PHP 250.00 registration fee.",10
668,"Pursuant to R.A. NO. 10931, Filipino freshmen applicants are exempted from the PHP 250.00 registration fee.",10
669,Your complete BUCET requirements can be submitted by any authorized representative.,11
670,Authorized representatives are permitted to submit your full BUCET requirements.,11
671,Any designated representative is welcome to submit your entire BUCET requirements.,11
672,Your complete BUCET requirements may be submitted by any representative authorized to do so.,11
673,Authorized representatives have the privilege of submitting your full BUCET requirements.,11
674,Any representative with authorization is allowed to submit your complete BUCET requirements.,11
675,Representatives with proper authorization are permitted to submit your entire BUCET requirements.,11
676,You have the option of having any authorized representative submit your complete BUCET requirements.,11
677,Submission of your complete BUCET requirements is allowed by any representative with proper authorization.,11
678,Any representative who is duly authorized is permitted to submit your entire BUCET requirements.,11
679,You can authorize any representative to submit your complete BUCET requirements.,11
680,Submission of your complete BUCET requirements is open to any authorized representative.,11
681,"Do not re-apply. If you would like to make changes, print out your application form and edit it with a correction tape and use a blue ballpen.",12
682,"Do not re-apply. If adjustments are needed, kindly print your application form and make edits using correction tape alongside a blue ballpen.",12
683,"Do not re-apply. Should any modifications be necessary, please print out your application form and apply corrections with correction tape, utilizing a blue ballpen.",12
684,"Do not re-apply. In case of any alterations, it's recommended to print your application form and amend it using correction tape, ensuring to use a blue ballpen.",12
685,"Do not re-apply. For any revisions, we advise printing your application form and making changes using correction tape, employing a blue ballpen.",12
686,"Do not re-apply. In the event of changes, it is best to print your application form and make corrections with correction tape, making use of a blue ballpen.",12
687,"Do not re-apply. Should you need to make modifications, kindly print your application form and adjust it with correction tape, utilizing a blue ballpen.",12
688,"Do not re-apply. If adjustments are necessary, please print out your application form and modify it with correction tape, using a blue ballpen.",12
689,"Do not re-apply. Should you wish to make changes, it's recommended to print your application form and edit it with correction tape, ensuring to use a blue ballpen.",12
690,"Do not re-apply. The case of any alterations, we suggest printing your application form and applying corrections with correction tape, using a blue ballpen.",12
691,"Do not re-apply. For any revisions, it's advisable to print your application form and make adjustments with correction tape, employing a blue ballpen.",12
692,"To correct mistakenly filled-out application form, follow the procedure below.\n 1. Print your application form. Use legal size (8.5”X 13”) bond paper for printing the form.\n 2. To remove errors, use correction tape. Write neatly the correct using a blue ballpen.\n 3. Add your initials or signature next to the updated information.\n Note: Do not use pdf editor",13
693,"To fix mistakenly filled-out application form, follow the procedure below.\n 1. Print your application form. Use legal size (8.5”X 13”) bond paper for printing the form.\n 2. To remove errors, use correction tape. Write neatly the correct using a blue ballpen.\n 3. Add your initials or signature next to the updated information.\n Note: Do not use pdf editor",13
694,"For the correction in application form, follow the procedure below.\n 1. Print your application form. Use legal size (8.5”X 13”) bond paper for printing the form.\n 2. To remove errors, use correction tape. Write neatly the correct using a blue ballpen.\n 3. Add your initials or signature next to the updated information.\n Note: Do not use pdf editor",13
695,There's three option you can make\n Option 1: Submit your BUCET application requirements to your High School Counselor or to any authorized school representative.\n Option 2: Submit your BUCET application requirements to the Bicol University Admissions Office (ONSITE) during your appointed submissions date.\n Option 3: Mail your BUCET application documents through any courier service available in your locality,14
696,There's an option you can make\n Option 1: Submit your BUCET application requirements to your High School Counselor or to any authorized school representative.\n Option 2: Submit your BUCET application requirements to the Bicol University Admissions Office (ONSITE) during your appointed submissions date.\n Option 3: Mail your BUCET application documents through any courier service available in your locality,14
697,Here's the option you can make\n Option 1: Submit your BUCET application requirements to your High School Counselor or to any authorized school representative.\n Option 2: Submit your BUCET application requirements to the Bicol University Admissions Office (ONSITE) during your appointed submissions date.\n Option 3: Mail your BUCET application documents through any courier service available in your locality,14
698,Here's the list you can do\n Option 1: Submit your BUCET application requirements to your High School Counselor or to any authorized school representative.\n Option 2: Submit your BUCET application requirements to the Bicol University Admissions Office (ONSITE) during your appointed submissions date.\n Option 3: Mail your BUCET application documents through any courier service available in your locality,14
699,"To submit, you have three options\n Option 1: Submit your BUCET application requirements to your High School Counselor or to any authorized school representative.\n Option 2: Submit your BUCET application requirements to the Bicol University Admissions Office (ONSITE) during your appointed submissions date.\n Option 3: Mail your BUCET application documents through any courier service available in your locality",14
700,There's three option you can do\n Option 1:   Claim your test permit from your High School Counselor or authorized school representative.\n Option 2: BU Admissions office (Onsite during appointment date)\n Option 3:  Your temporary test permit will be emailed to you at your official email address indicated in the form.,15
701,There's an option you can do\n Option 1:   Claim your test permit from your High School Counselor or authorized school representative.\n Option 2: BU Admissions office (Onsite during appointment date)\n Option 3:  Your temporary test permit will be emailed to you at your official email address indicated in the form.,15
702,Here's the option you can do\n Option 1:   Claim your test permit from your High School Counselor or authorized school representative.\n Option 2: BU Admissions office (Onsite during appointment date)\n Option 3:  Your temporary test permit will be emailed to you at your official email address indicated in the form.,15
703,Here's the list you can do\n Option 1:   Claim your test permit from your High School Counselor or authorized school representative.\n Option 2: BU Admissions office (Onsite during appointment date)\n Option 3:  Your temporary test permit will be emailed to you at your official email address indicated in the form.,15
704,"To claim, you have three options\n Option 1:   Claim your test permit from your High School Counselor or authorized school representative.\n Option 2: BU Admissions office (Onsite during appointment date)\n Option 3:  Your temporary test permit will be emailed to you at your official email address indicated in the form.",15
705,"No need, But please ensure that your application requirements reach the admissions office before the scheduled deadline for the test center.",16
706,"No need, But it is important to confirm that your application requirements have been received by the admissions office before the scheduled deadline for the test center.",16
707,"No need, But make sure that your application requirements are received by the admissions office before the scheduled deadline for the test center.",16
708,"No need, But verify that your application requirements have reached the admissions office before the scheduled deadline for the test center.",16
709,"No need, But check to ensure that your application requirements have been submitted to the admissions office before the scheduled deadline for the test center.",16
710,"No need, But double-check that your application requirements have reached the admissions office before the scheduled deadline for the test center.",16
711,"No need, But confirm that your application requirements have been delivered to the admissions office before the scheduled deadline for the test center.",16
712,"No need, But ensure that your application requirements have been sent to the admissions office before the scheduled deadline for the test center.",16
713,"No need, But validate that your application requirements have been dispatched to the admissions office before the scheduled deadline for the test center.",16
714,"No need, But be certain that your application requirements have been forwarded to the admissions office before the scheduled deadline for the test center.",16
715,"No need, But make certain that your application requirements have been transmitted to the admissions office before the scheduled deadline for the test center.",16
716,"No need, But it is imperative to ascertain that your application requirements have reached the admissions office before the scheduled deadline for the test center.",16
717,"No need, But make sure to double-check and confirm that your application requirements have been properly received and documented by the admissions office before the scheduled deadline for the test center.",17
718,"No need, But it is crucial to verify with certainty that your application requirements have been properly received and documented by the admissions office before the scheduled deadline for the test center.",17
719,"No need, But double-check and confirm that your application requirements have been properly received and recorded by the admissions office before the scheduled deadline for the test center.",17
720,"No need, But ensure with certainty that your application requirements have been properly received and recorded by the admissions office before the scheduled deadline for the test center.",17
721,"No need, But make sure to verify that your application requirements have been properly received and recorded by the admissions office before the scheduled deadline for the test center.",17
722,"No need, But it is essential to double-check and confirm that your application requirements have been properly received and recorded by the admissions office before the scheduled deadline for the test center.",17
723,"No need, But verify with certainty that your application requirements have been properly received and acknowledged by the admissions office before the scheduled deadline for the test center.",17
724,"No need, But make sure to double-check and confirm that your application requirements have been properly received and acknowledged by the admissions office before the scheduled deadline for the test center.",17
725,"No need, But it is crucial to ensure with certainty that your application requirements have been properly received and acknowledged by the admissions office before the scheduled deadline for the test center.",17
726,"No need, But ensure your application requirements are received by the admissions office prior to the test center's deadline.",17
727,"No need, But make certain your application materials are submitted to the admissions office before the test center's deadline.",17
728,"No need, But verify that your application documents have been received by the admissions office ahead of the test center's deadline.",17
729,"The BU Admission office is located on Bicol University-Main Campus Gate 4, Ground Admissions Office Legazpi City, Albay, 4500",18
